fecha_ingreso,hora_ingreso,nro_registro_interno,situacion,origen,es_anonima,tema,subtema,provincia,localidad,dependencia_alta,via_ingreso,derivacion_institucion,derivacion_fecha,derivacion_judicializa,derivacion2_institucion,derivacion2_fecha,derivacion2_judicializa,derivacion3_institucion,derivacion3_fecha,derivacion3_judicializa,denunciante_nacionalidad,denunciante_provincia,denunciante_localidad,denunciante_tipo,denunciante_como_conocio_la_linea,denunciante_genero,denunciante_edad_aparente,provincia_indec_id
2023-05-16,17:37,4515451535,Urgencia,Institución - Área de Trata del Centro de Atención a la Víctima,No,Trata,Explotación sexual,Neuquén,Las Lajas,PNR - Línea 145,Línea 145,Protex,2023-05-16 19:01,Sí,,,,,,,,Neuquén,,Denunciante - institución,,Mujer,0,58
2023-05-16,20:51,5515451535,Urgencia,Institución - uatre,No,Trata,Explotación laboral,La Rioja,La Rioja,PNR - Línea 145,Línea 145,Protex,2023-05-19 21:57,Sí,,,,,,,,La Rioja,,Denunciante - institución,,Hombre,0,46
2023-05-16,22:10,8425451535,Emergencia,Ciudadano,Sí,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2023-05-16 22:26,Sí,Protex,2023-05-16 22:26,Sí,,,,,,,Denunciante - ciudadano,,No sabe / no contesta,0,
2023-05-16,23:46,9425451535,Urgencia,Ciudadano,Sí,Trata,Explotación laboral,Santa Fe,Santa Fe,PNR - Línea 145,Línea 145,Protex,2023-05-17 15:01,Sí,,,,,,,,Santa Fe,,Denunciante - institución,,Hombre,0,82
2023-05-17,01:21,525451535,Emergencia,Ciudadano,Sí,Trata,Explotación sexual,Buenos Aires,San Andres,PNR - Línea 145,Línea 145,Policía Federal Argentina,2023-05-17 07:43,Sí,Protex,2023-05-17 01:54,No,,,,,Buenos Aires,,Denunciante - ciudadano,,Mujer,0,06
2023-05-17,09:34,2525451535,Urgencia,Institución - Hospital Regional de Ushuaia,No,Trata,Explotación sexual,Tierra del Fuego,,PNR - Línea 145,Línea 145,Protex,2023-05-17 10:59,Sí,,,,,,,,Tierra del Fuego,,Denunciante - institución,,Mujer,0,94
2023-05-17,11:47,3525451535,Urgencia,Institución - Area de Trata de Personas- Atención a la Víctimas Neuquén,No,Trata,Explotación sexual,Neuquén,Neuquén,PNR - Línea 145,Línea 145,Protex,2023-05-17 11:42,Sí,,,,,,,,Neuquén,,Denunciante - institución,,Mujer,0,58
2023-05-17,12:22,4525451535,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Buenos Aires,Mar del Plata,PNR - Línea 145,Línea 145,Protex,2023-05-17 14:20,Sí,,,,,,,,Buenos Aires,,Denunciante - ciudadano,,Hombre,0,06
2023-05-17,14:51,7525451535,Urgencia,Ciudadano,No,Trata,Grooming,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Protex,2023-05-17 14:44,Sí,,,,,,,,Buenos Aires,,Denunciante - víctima directa,,Mujer,0,02
2023-05-17,16:55,535451535,Emergencia,Ciudadano,Sí,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,Merlo,PNR - Línea 145,Línea 145,Policía Federal Argentina,2023-05-17 17:17,Sí,Protex,2023-05-17 17:17,No,,,,,Buenos Aires,,Denunciante - ciudadano,,Hombre,60,06
2023-05-17,18:15,2535451535,Emergencia,Ciudadano,Sí,Trata,"Explotación laboral niñas, niños y adolescentes",Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Protex,2023-05-17 18:41,Sí,,,,,,,,Ciudad Autónoma de Buenos Aires,,Denunciante - ciudadano,,Mujer,50,02
2023-05-17,23:28,4535451535,Emergencia,Institución - Renatre,No,Trata,Explotación laboral,Entre Ríos,San Jose de Feliciano,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2023-05-18 07:08,Sí,Protex,2023-05-17 23:19,No,,,,,Entre Ríos,,Denunciante - institución,,Varón cis,40,30
2023-05-18,01:12,6535451535,Emergencia,Institución - Ministerio de Trabajo de la Nación,No,Trata,Explotación laboral,Buenos Aires,Patricios,PNR - Línea 145,Correo Institucional,Protex,2023-05-18 01:07,Sí,Policía Federal Argentina,2023-05-18 07:41,Sí,,,,,Ciudad Autónoma de Buenos Aires,,Denunciante - institución,,Varón cis,0,06
2023-05-18,01:25,7535451535,Emergencia,Institución - minnisterio de trabajo,No,Trata,Explotación laboral,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Correo Institucional,Protex,2023-05-18 01:19,Sí,Policía Federal Argentina,2023-05-18 07:40,Sí,,,,,Ciudad Autónoma de Buenos Aires,,Denunciante - ciudadano,,Hombre,0,02
2023-05-18,05:06,8445451535,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Protex,2023-05-18 06:20,Sí,,,,,,,,Ciudad Autónoma de Buenos Aires,,Denunciante - ciudadano,,Mujer,25,02
2023-05-18,11:02,5545451535,Urgencia,Ciudadano,No,Trata,Reducción a la servidumbre o situaciones análogas,Jujuy,San Salvador de Jujuy,PNR - Línea 145,Línea 145,Protex,2023-05-18 11:25,Sí,,,,,,,,Jujuy,,Denunciante - ciudadano,,Hombre,45,38
2023-05-18,12:36,8455451535,Urgencia,Institución - Hospital Regional de Ushuaia,No,Trata,Explotación sexual,Tierra del Fuego,Ushuaia,PNR - Línea 145,Correo Institucional,Protex,2023-05-18 12:35,Sí,,,,,,,,Tierra del Fuego,,Denunciante - institución,,Mujer,35,94
2023-05-18,13:19,9455451535,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,Protex,2023-05-18 13:28,Sí,,,,,,,,,,Denunciante - ciudadano,,No sabe / no contesta,0,
2023-05-18,15:22,5555451535,Emergencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,Cañuelas,PNR - Línea 145,Línea 145,Policía Federal Argentina,2023-05-18 16:37,Sí,Protex,2023-05-18 16:25,No,,,,,Misiones,,Denunciante - ciudadano,,Hombre,0,06
2023-05-18,17:25,6555451535,Emergencia,Institución - renatre,No,Trata,Explotación laboral,,,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2023-05-18 17:08,Sí,Protex,2023-05-18 17:08,No,,,,,Misiones,,Denunciante - institución,,Varón cis,40,
2023-05-18,19:25,3565451535,Urgencia,Ciudadano,No,Trata,"Explotación sexual niñas, niños y adolescentes",Misiones,Oberá,PNR - Línea 145,Línea 145,Protex,2023-05-18 20:30,Sí,,,,,,,Argentina,Misiones,Campo Grande,Denunciante - ciudadano,,Mujer cis,0,54
2023-05-18,22:20,4565451535,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Lanús,PNR - Línea 145,Correo Institucional,Protex,2023-05-18 22:01,Sí,,,,,,,,Ciudad Autónoma de Buenos Aires,Buenos Aires,Denunciante - ciudadano,,Mujer cis,30,06
2023-05-19,08:16,5565451535,Emergencia,Institución - Renatre,No,Trata,Explotación laboral,Misiones,,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2023-05-19 08:57,Sí,Protex,2023-05-19 08:57,No,,,,,Misiones,,Denunciante - institución,,Hombre,0,54
2023-05-19,10:21,9475451535,Urgencia,Ciudadano,No,Trata,"Material de abuso sexual contra n, n, y a",Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Protex,2023-05-19 10:14,Sí,,,,,,,,Buenos Aires,,Denunciante - ciudadano,,Mujer,0,02
2023-05-19,10:52,575451535,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Tucumán,San Miguel de Tucumán,PNR - Línea 145,Línea 145,Protex,2023-05-20 09:22,Sí,,,,,,,Argentina,Chubut,Comodoro Rivadavia,Denunciante - ciudadano,,Mujer cis,45,90
2023-05-19,12:22,4575451535,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Protex,2023-05-19 13:17,Sí,,,,,,,,Ciudad Autónoma de Buenos Aires,,Denunciante - ciudadano,,Mujer,0,02
2023-05-19,14:16,7575451535,Emergencia,Ciudadano,No,Trata,"Explotación laboral niñas, niños y adolescentes",Santiago del Estero,Santiago del Estero,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2023-05-19 15:13,Sí,Protex,2023-05-19 15:13,No,,,,,Santiago del Estero,,Denunciante - ciudadano,,Hombre,36,86
2023-05-19,14:40,8484551535,Urgencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,Bella Vista,PNR - Línea 145,Línea 145,Protex,2023-05-19 15:02,Sí,,,,,,,,Buenos Aires,,Denunciante - ciudadano,,Mujer,0,06
2023-05-19,15:25,9484551535,Urgencia,Ciudadano,No,Trata,Explotación laboral,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Protex,2023-05-19 15:51,Sí,,,,,,,,Ciudad Autónoma de Buenos Aires,,Denunciante - ciudadano,,Mujer,0,02
2023-05-19,16:31,2584551535,Urgencia,Ciudadano,No,Trata,Posible captación,Tucumán,Banda del Río Salí,PNR - Línea 145,Línea 145,Protex,2023-05-19 17:45,Sí,,,,,,,,Tucumán,,Denunciante - víctima directa,,Hombre,0,90
2023-05-19,16:57,3584551535,Emergencia,Institución - Renatre,No,Trata,Explotación laboral,Entre Ríos,,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2023-05-19 18:17,Sí,Protex,2023-05-19 18:17,No,,,,,Entre Ríos,,Denunciante - institución,,Hombre,0,30
2023-05-19,18:26,6584551535,Urgencia,Institución - Hospital,Sí,Trata,Explotación sexual,Buenos Aires,Bahía Blanca,PNR - Línea 145,Línea 145,Protex,2023-05-19 18:40,Sí,,,,,,,,Buenos Aires,,Denunciante - ciudadano,,Mujer,45,06
2023-05-21,05:52,4505551535,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,,Barrio CABA,PNR - Línea 145,Línea 145,Protex,2023-05-21 07:36,Sí,,,,,,,,Buenos Aires,,Denunciante - víctima indirecta,buscando información,Mujer,22,
2023-05-21,10:51,6505551535,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Protex,2023-05-21 10:22,Sí,,,,,,,,Ciudad Autónoma de Buenos Aires,,Denunciante - ciudadano,,Hombre,45,02
2023-05-22,08:09,5525551535,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Protex,2023-05-22 09:17,Sí,,,,,,,Argentina,Ciudad Autónoma de Buenos Aires,,Denunciante - ciudadano,,Varón cis,0,02
2023-05-22,10:34,7525551535,Urgencia,Institución - UATRE,No,Trata,Explotación laboral,La Rioja,La Rioja,PNR - Línea 145,Correo Institucional,Protex,2023-05-22 10:49,Sí,,,,,,,,La Rioja,,Denunciante - institución,,Hombre,0,46
2023-05-22,11:17,9435551535,Emergencia,Ciudadano,Sí,Trata,"Explotación sexual niñas, niños y adolescentes",Salta,Salta,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2023-05-22 11:55,Sí,Protex,2023-05-22 11:55,No,,,,,Salta,,Denunciante - ciudadano,,Varón cis,0,66
2023-05-22,12:05,535551535,Urgencia,Ciudadano,No,Trata,Explotación laboral,,,PNR - Línea 145,Línea 145,Protex,2023-05-22 12:19,Sí,,,,,,,,La Rioja,,Denunciante - víctima directa,,Hombre,0,
2023-05-22,14:45,3535551535,Urgencia,Ciudadano,No,Trata,Otros delitos,Chubut,Comodoro Rivadavia,PNR - Línea 145,Línea 145,Protex,2023-05-22 17:34,Sí,,,,,,,Argentina,Chubut,,Denunciante - ciudadano,,Mujer cis,0,26
2023-05-22,17:43,5535551535,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Tucumán,San Miguel de Tucumán,PNR - Línea 145,Por seguimiento,Protex,2023-05-22 17:26,Sí,Ministerio de Seguridad,2023-05-22 17:26,No,,,,Argentina,Tucumán,Delfin Gallo,Denunciante - víctima indirecta,,Mujer cis,24,90
2023-05-22,20:19,545551535,Urgencia,Ciudadano,Sí,Trata,Explotación laboral,La Pampa,Santa Rosa,PNR - Línea 145,Línea 145,Protex,2023-05-22 21:13,Sí,,,,,,,,La Pampa,,Denunciante - ciudadano,,Hombre,45,42
2023-05-22,20:42,4545551535,Urgencia,Institución - Renatre. Corrientes,No,Trata,Explotación laboral,Corrientes,Perugorría,PNR - Línea 145,Línea 145,Protex,2023-05-22 20:52,Sí,,,,,,,,Corrientes,,Denunciante - institución,Concurrió en otra oportunidad,Varón cis,50,18
2023-05-23,08:15,555551535,Urgencia,Ciudadano,No,Trata,Ofrecimiento,Tucumán,San Miguel de Tucumán,PNR - Línea 145,Línea 145,Protex,2023-05-23 10:26,Sí,,,,,,,,Tucumán,,Denunciante - ciudadano,,Hombre,0,90
2023-05-23,09:25,3555551535,Urgencia,Institución - Hospital Castro Rendon- Neuquén,No,Trata,Posible captación,Neuquén,Neuquén,PNR - Línea 145,Línea 145,Protex,2023-05-23 10:48,Sí,,,,,,,,Neuquén,,Denunciante - institución,,Mujer,0,58
2023-05-23,14:08,5555551535,Urgencia,Ciudadano,Sí,Trata,Oferta laboral engañosa,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Protex,2023-05-23 16:13,Sí,,,,,,,,Ciudad Autónoma de Buenos Aires,,Denunciante - ciudadano,,Mujer,30,02
2023-05-24,11:14,3575551535,Emergencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Gregorio de Laferrère,PNR - Línea 145,Línea 145,Policía Federal Argentina,2023-05-24 11:39,Sí,Protex,2023-05-24 11:39,No,,,,,Ciudad Autónoma de Buenos Aires,,Denunciante - víctima indirecta,,Mujer,40,06
2023-05-24,14:34,9484651535,Urgencia,Institución - Servicio social- Hospital de Bahía BlancaLeónidas Lucero,No,Trata,Explotación sexual,Buenos Aires,Bahía Blanca,PNR - Línea 145,Línea 145,Protex,2023-05-24 15:30,Sí,,,,,,,,Buenos Aires,,Denunciante - institución,,Mujer,0,06
2023-05-24,14:37,584651535,Emergencia,Institución - Ministerio deTrabajo de la Nación,No,Trata,Explotación laboral,Misiones,Wanda,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2023-05-24 18:57,Sí,Protex,2023-05-24 15:53,No,,,,,Misiones,,Denunciante - ciudadano,,Hombre,0,54
2023-05-24,18:00,2584651535,Emergencia,Institución - Oficina de Violencia del Poder Judicial de Neuquen,No,Trata,Explotación sexual,Neuquén,Chos Malal,PNR - Línea 145,Línea 145,Protex,2023-05-24 18:53,Sí,,,,,,,,Neuquén,,Denunciante - institución,,Mujer,0,58
2023-05-25,15:32,3505651535,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Protex,2023-05-25 15:13,Sí,,,,,,,,Ciudad Autónoma de Buenos Aires,,Denunciante - ciudadano,Por publicidad en Internet,Hombre,45,02
2023-05-26,13:01,7525651535,Emergencia,Ciudadano,Sí,Trata,"Explotación sexual niñas, niños y adolescentes",Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,"Sumario 325 el Juzgado Federal en lo Criminal y Correccional N° 1 de la Plata, Secretaría N° 3. dr. Isasa",2023-05-26 13:55,Sí,Protex,2023-05-26 16:37,No,,,,,Buenos Aires,,Denunciante - ciudadano,,Mujer,0,02
2023-05-26,17:12,2535651535,Emergencia,Ciudadano,No,Trata,Posible captación,Misiones,misiones,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2023-05-26 17:50,Sí,Protex,2023-05-26 17:50,No,,,,,Chaco,,Denunciante - ciudadano,,Mujer,0,54
2023-05-27,03:08,2545651535,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Santa Fe,Santa Fe,PNR - Línea 145,Línea 145,Protex,2023-05-27 03:35,Sí,,,,,,,,Santa Fe,,Denunciante - víctima indirecta,,Mujer cis,0,82
2023-05-27,13:29,5545651535,Urgencia,Ciudadano,No,Trata,Posible captación,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Protex,2023-05-27 14:08,Sí,,,,,,,,Ciudad Autónoma de Buenos Aires,,Denunciante - ciudadano,,Mujer,0,02
2023-05-28,13:33,9465651535,Emergencia,Ciudadano,No,Trata,Posible captación,Córdoba,San Marcos Sierras,PNR - Línea 145,Línea 145,Protex,2023-05-28 12:49,Sí,,,,,,,,Córdoba,,Denunciante - ciudadano,,Mujer,50,14
2023-05-28,14:32,565651535,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Mendoza,Mendoza,PNR - Línea 145,Línea 145,Protex,2023-05-28 14:17,Sí,,,,,,,,Mendoza,,Denunciante - ciudadano,Por recomendación,Hombre,60,50
2023-05-28,15:39,1565651535,Emergencia,Ciudadano,No,Trata,Posible captación,Córdoba,San Marcos Sierras,PNR - Línea 145,Correo Institucional,Protex,2023-05-28 15:35,Sí,,,,,,,,Córdoba,,Denunciante - ciudadano,,Mujer cis,60,14
2023-05-28,16:28,2565651535,Emergencia,Institución - Dirección Operativa COMITE Córdoba,No,Trata,Posible captación,Córdoba,San Marcos Sierras,PNR - Línea 145,Línea 145,Protex,2023-05-28 16:19,Sí,,,,,,,Argentina,Córdoba,,Denunciante - ciudadano,,Varón cis,50,14
2023-05-28,17:40,3565651535,Urgencia,Ciudadano,Sí,Trata,Posible captación,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Protex,2023-05-28 17:19,Sí,,,,,,,,Buenos Aires,,Denunciante - ciudadano,,Hombre,45,02
2023-05-29,09:17,1575651535,Urgencia,Ciudadano,Sí,Trata,Reducción a la servidumbre o situaciones análogas,,,PNR - Línea 145,Línea 145,Protex,2023-05-29 10:58,Sí,,,,,,,,Mendoza,,Denunciante - ciudadano,Por publicidad en Internet,Mujer,54,
2023-05-29,13:15,8484751535,Emergencia,Institución - Renatre,No,Trata,Explotación laboral,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2023-05-29 14:27,Sí,Protex,2023-05-29 14:27,No,,,,,Buenos Aires,,Denunciante - institución,,Mujer cis,0,02
2023-05-29,18:53,6584751535,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Mendoza,Mendoza,PNR - Línea 145,Línea 145,Protex,2023-05-29 19:20,Sí,,,,,,,,Mendoza,,Denunciante - ciudadano,,Varón cis,0,50
2023-05-30,00:59,9494751535,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Buenos Aires,San Fernando,PNR - Línea 145,Telefono_institucional,Protex,2023-05-30 00:44,Sí,Ministerio de Seguridad,2023-05-30 00:44,No,,,,Argentina,Buenos Aires,,Denunciante - víctima indirecta,,Mujer cis,40,06
2023-05-30,09:32,3594751535,Urgencia,Ciudadano,No,Trata,Explotación sexual,Chubut,Comodoro Rivadavia,PNR - Línea 145,Línea 145,Protex,2023-05-30 10:04,Sí,,,,,,,Argentina,Chubut,Comodoro Rivadavia,Denunciante - víctima directa,,Mujer cis,0,26
2023-05-30,10:13,5594751535,Emergencia,Institución - Renatre,No,Trata,Explotación laboral,Jujuy,San Juancito,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2023-05-30 10:06,Sí,Protex,2023-05-30 10:06,No,,,,,Jujuy,,Denunciante - institución,,Mujer,0,38
2023-05-30,12:04,1505751535,Urgencia,Ciudadano,No,Trata,"Material de abuso sexual contra n, n, y a",Córdoba,Córdoba,PNR - Línea 145,Línea 145,Protex,2023-05-30 15:35,Sí,,,,,,,,Córdoba,,Denunciante - ciudadano,,Mujer,37,14
2023-05-30,14:49,3505751535,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Protex,2023-05-30 15:38,Sí,,,,,,,,Buenos Aires,,Denunciante - ciudadano,,Hombre,0,02
2023-05-30,21:54,4515751535,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Santa Fe,Rosario,PNR - Línea 145,Línea 145,Protex,2023-05-31 06:51,Sí,,,,,,,,Santa Fe,,Denunciante - ciudadano,,Mujer cis,36,82
2023-05-31,09:25,3525751535,Emergencia,Institución - Renatre,No,Trata,Explotación laboral,Jujuy,Perico El Carmen,PNR - Línea 145,Línea 145,Protex,2023-05-31 09:25,Sí,,,,,,,Argentina,Jujuy,,Denunciante - institución,,Mujer cis,45,38
2023-05-31,09:52,4525751535,Urgencia,Ciudadano,No,Trata,"Material de abuso sexual contra n, n, y a",Córdoba,Córdoba,PNR - Línea 145,Correo Institucional,Protex,2023-05-31 09:44,Sí,,,,,,,,Córdoba,,Denunciante - ciudadano,,Mujer,37,14
2023-05-31,11:34,8435751535,Emergencia,"Institución - Hospital de Salud Mental, Rencuentro",No,Trata,Reducción a la servidumbre o situaciones análogas,Buenos Aires,La Plata,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2023-05-31 11:34,Sí,Protex,2023-05-31 11:34,No,,,,,Buenos Aires,,Denunciante - institución,,Mujer,38,06
2023-05-31,11:36,9435751535,Urgencia,Ciudadano,No,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,Protex,2023-05-31 11:34,Sí,,,,,,,Argentina,,,Denunciante - ciudadano,,Mujer cis,0,
2023-05-31,12:44,545751535,Emergencia,Ciudadano,Sí,Trata,Explotación laboral,La Pampa,General Pico,PNR - Línea 145,Línea 145,Policía Federal Argentina,2023-05-31 13:03,Sí,Protex,2023-05-31 13:03,No,,,,,La Pampa,,Denunciante - ciudadano,,Mujer,50,42
2023-05-31,14:28,2545751535,Emergencia,Ciudadano,Sí,Trata,"Explotación sexual niñas, niños y adolescentes",Santa Fe,Rosario,PNR - Línea 145,Línea 145,911,2023-05-31 15:26,Sí,Protex,2023-05-31 15:26,No,,,,,Santa Fe,,Denunciante - ciudadano,,Mujer,0,82
2023-05-31,15:50,3545751535,Emergencia,Ciudadano,Sí,Trata,Explotación sexual,Misiones,,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2023-05-31 16:54,Sí,Protex,2023-05-31 16:54,No,,,,,Misiones,,Denunciante - ciudadano,,Hombre,0,54
2023-05-31,15:57,4545751535,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Buenos Aires,San Antonio de Padua,PNR - Línea 145,Línea 145,Protex,2023-05-31 16:15,Sí,,,,,,,,Buenos Aires,,Denunciante - ciudadano,,Hombre,0,06
2023-05-31,17:00,5545751535,Urgencia,Ciudadano,Sí,Trata,Explotación laboral,Buenos Aires,Castelar,PNR - Línea 145,Línea 145,Protex,2023-05-31 17:27,Sí,,,,,,,,Buenos Aires,,Denunciante - ciudadano,Por publicidad en TV,Hombre,25,06
2023-05-31,20:27,6545751535,Emergencia,Ciudadano,Sí,Trata,"Explotación sexual niñas, niños y adolescentes",Neuquén,Neuquén,PNR - Línea 145,Línea 145,Protex,2023-05-31 20:16,Sí,,,,,,,,Neuquén,,Denunciante - ciudadano,Folletos,Hombre,50,58
2023-06-01,16:46,7565751535,Emergencia,Ciudadano,Sí,Trata,Reducción a la servidumbre o situaciones análogas,Entre Ríos,Concordia,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2023-06-01 19:41,Sí,Protex,2023-06-01 19:41,No,,,,,Entre Ríos,,Denunciante - ciudadano,,Hombre,0,30
2023-06-02,09:08,1575751535,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Tucumán,San Miguel de Tucumán,PNR - Línea 145,Línea 145,Protex,2023-06-02 10:59,Sí,,,,,,,,,,Denunciante - ciudadano,,Mujer,0,90
2023-06-02,10:36,2575751535,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Buenos Aires,Salto,PNR - Línea 145,Línea 145,Protex,2023-06-02 11:37,Sí,,,,,,,,Buenos Aires,,Denunciante - ciudadano,,Hombre,45,06
2023-06-02,14:32,5575751535,Emergencia,Institución - SENAF,No,Trata,Reducción a la servidumbre o situaciones análogas,Córdoba,La Calera,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2023-06-02 17:38,Sí,Protex,2023-06-02 15:36,No,,,,,Córdoba,,Denunciante - institución,,Mujer,0,14
2023-06-02,20:09,3584842535,Urgencia,Ciudadano,No,Trata,Explotación laboral,Córdoba,Alta Gracia,PNR - Línea 145,Línea 145,Protex,2023-06-02 20:46,Sí,,,,,,,,Buenos Aires,,Denunciante - víctima directa,,Mujer,52,14
2023-06-02,21:54,7584842535,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Tucumán,San Miguel de Tucumán,PNR - Línea 145,Línea 145,Protex,2023-06-02 21:51,Sí,,,,,,,,Tucumán,,Denunciante - víctima indirecta,,Mujer,60,90
2023-06-02,22:36,594842535,Urgencia,Institución - Renatre,No,Trata,Explotación laboral,Catamarca,El Alto,PNR - Línea 145,Línea 145,Protex,2023-06-02 22:39,Sí,,,,,,,Argentina,Catamarca,,Denunciante - institución,,Varón cis,40,10
2023-06-02,22:54,1594842535,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Salto,PNR - Línea 145,Correo Institucional,Protex,2023-06-02 22:48,Sí,,,,,,,,,,Denunciante - ciudadano,,Hombre,40,06
2023-06-03,09:21,4594842535,Emergencia,Ciudadano,No,Trata,Posible captación,Santa Fe,Rosario,PNR - Línea 145,Línea 145,Protex,2023-06-03 10:41,Sí,,,,,,,,Santa Fe,,Denunciante - ciudadano,,Hombre,28,82
2023-06-03,10:57,9405842535,Urgencia,Ciudadano,Sí,Trata,Explotación laboral,La Rioja,Aimogasta,PNR - Línea 145,Línea 145,Protex,2023-06-03 11:02,Sí,,,,,,,,La Rioja,,Denunciante - ciudadano,Derivado de otro organismo,Varón cis,49,46
2023-06-03,11:30,505842535,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,Protex,2023-06-03 11:54,Sí,,,,,,,,,,Denunciante - ciudadano,,Hombre,0,
2023-06-03,12:54,1505842535,Urgencia,Ciudadano,Sí,Trata,"Material de abuso sexual contra n, n, y a",Santa Fe,Rosario,PNR - Línea 145,Línea 145,Protex,2023-06-03 13:06,Sí,,,,,,,,Santa Fe,,Denunciante - ciudadano,Por publicidad en Internet,Mujer cis,23,82
2023-06-03,13:48,4505842535,Emergencia,Ciudadano,Sí,Trata,Posible captación,Santa Fe,Rosario,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2023-06-03 14:32,Sí,Protex,2023-06-03 14:32,No,,,,,Santa Fe,,Denunciante - víctima indirecta,,Hombre,0,82
2023-06-03,13:58,5505842535,Urgencia,Ciudadano,Sí,Trata,Publicidad de oferta sexual,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Correo Institucional,Protex,2023-06-03 13:49,Sí,,,,,,,,Ciudad Autónoma de Buenos Aires,,Denunciante - ciudadano,,No sabe / no contesta,0,02
2023-06-03,15:17,515842535,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Mendoza,Mendoza,PNR - Línea 145,Línea 145,Protex,2023-06-03 15:20,Sí,,,,,,,,Mendoza,,Denunciante - ciudadano,Por recomendación,Varón cis,55,50
2023-06-03,22:50,8425842535,Urgencia,Ciudadano,Sí,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,Ringuelet,PNR - Línea 145,Línea 145,Protex,2023-06-03 23:23,Sí,,,,,,,,Buenos Aires,,Denunciante - ciudadano,,Varón cis,36,06
